,userId,itemId,rating
46883,96126,595,5.0
14116,36646,51540,3.5
46884,96126,597,4.0
46890,96138,161,3.0
14124,36646,53125,4.0
46894,96138,356,4.0
46896,96138,377,3.0
14130,36646,53972,3.5
46898,96138,457,4.0
14134,36646,54272,3.0
14135,36646,54286,4.0
14140,36646,55253,4.0
14143,36646,55765,4.0
14144,36646,55820,3.5
14145,36646,55872,5.0
46913,96272,1196,5.0
46917,96272,1266,5.0
46918,96272,1270,5.0
46919,96272,1291,4.5
14153,36646,56931,4.0
14156,36646,57640,3.0
14157,36646,57669,5.0
46928,96272,3175,4.0
14161,36646,58803,3.0
14163,36646,59016,4.0
14164,36646,59118,4.5
14173,36646,60126,3.0
46945,96272,81845,4.0
46946,96272,82459,4.5
46949,96272,109487,4.0
14187,36646,64037,3.0
46957,96272,148626,2.5
46958,96272,159817,5.0
46959,96272,164179,4.0
14194,36646,65261,4.0
14200,36646,67923,3.0
14201,36646,67997,5.0
14204,36646,68205,3.0
14208,36646,68554,3.0
46976,96758,293,5.0
46977,96758,296,5.0
46979,96758,316,3.0
14212,36646,69524,4.0
14215,36646,69644,3.5
14217,36646,70286,4.5
14218,36646,70336,3.5
46988,96758,353,4.0
14221,36646,71530,4.0
46990,96758,364,3.0
46991,96758,367,3.0
14226,36646,72694,4.0
46995,96758,426,1.0
46997,96758,457,4.0
46999,96758,474,5.0
14232,36646,73323,4.0
14239,36646,74545,4.0
47007,96758,543,3.0
14246,36646,77561,4.0
47015,96758,592,4.0
14253,36646,79091,4.5
47021,96758,780,5.0
47022,97038,1,5.0
47025,97038,18,2.5
14269,36646,81845,4.5
14272,36646,82459,4.0
47041,97038,333,4.0
14275,36646,84944,5.0
47046,97038,367,2.0
47047,97038,370,1.0
47050,97038,383,3.0
14284,36646,86882,4.5
47052,97038,424,2.0
14286,36646,87232,4.0
47054,97038,432,3.0
14291,36646,88129,4.5
47061,97038,529,3.5
14294,36646,88744,4.0
14299,36646,89840,3.0
47068,97038,707,3.5
47071,97038,800,3.0
14306,36646,91485,3.5
47074,97038,880,1.5
14312,36646,91658,4.0
47080,97038,1036,4.0
14316,36646,92507,4.5
47087,97038,1231,4.0
14326,36646,95167,4.0
14330,36646,96079,5.0
47100,97038,1396,4.5
47102,97038,1408,4.5
47103,97038,1479,4.5
47106,97038,1500,4.0
47107,97038,1518,3.0
14340,36646,97936,4.0
47115,97038,1688,2.5
14348,36646,99910,2.5
14351,36646,100487,4.0
47119,97038,1917,4.5
14353,36646,100714,4.5
14354,36646,100745,4.0
14356,36646,101362,4.0
47124,97038,2078,4.0
47130,97038,2294,4.5
14363,36646,102666,2.5
14369,36646,103228,4.0
14376,36646,103984,4.0
47144,97038,2605,4.0
14378,36646,104241,4.0
47147,97038,2694,4.0
47148,97038,2720,3.0
47149,97038,2728,3.0
14386,36646,105213,2.5
14388,36646,105519,4.0
14389,36646,105653,4.0
14391,36646,105755,2.0
14393,36646,106072,3.5
47162,97038,3072,4.0
14396,36646,106487,4.5
14397,36646,106489,4.5
14398,36646,106491,3.0
47165,97038,3105,4.0
47170,97038,3175,2.5
14406,36646,107406,3.0
47174,97038,3285,3.0
14410,36646,108188,3.0
47181,97038,3753,3.0
14415,36646,109374,5.0
14416,36646,109487,5.0
47185,97038,3897,5.0
47186,97038,3916,4.0
14420,36646,109848,2.5
47195,97038,4016,3.5
14428,36646,111759,5.0
47197,97038,4041,4.0
47199,97038,4103,5.0
14436,36646,112623,4.0
14438,36646,112940,3.5
47215,97038,4616,4.5
14450,36646,115210,3.0
14453,36646,115713,5.0
14455,36646,117533,3.5
47223,97038,4876,1.0
14457,36646,118328,3.0
47224,97038,4886,5.0
47228,97038,4993,5.0
14463,36646,120637,4.0
47235,97038,5267,4.0
14472,36646,122904,5.0
47241,97038,5464,3.5
47242,97038,5481,3.5
14478,36646,128360,3.5
47255,97038,6156,4.5
47257,97038,6188,4.0
14490,36646,135133,3.0
14491,36646,135143,3.5
47260,97038,6331,4.0
47263,97038,6378,4.0
14496,36646,136864,3.0
47265,97038,6539,4.5
14500,36646,138210,3.5
47271,97038,6947,4.0
47277,97038,7143,3.5
14510,36646,143859,3.5
47278,97038,7147,3.5
47280,97038,7173,2.5
68013,143610,3430,2.0
14514,36646,146900,3.5
47283,97038,7373,3.0
14517,36646,147326,4.0
47286,97038,7481,3.0
14525,36646,158966,4.0
14529,36646,160438,3.5
47301,97038,8958,4.0
47303,97038,27882,4.5
14537,36646,163985,2.5
47307,97040,318,4.0
14544,36646,165549,3.0
47317,97040,1285,2.5
14550,36646,166788,4.0
14555,36646,168248,3.0
47324,97040,2359,4.5
47326,97040,2395,3.5
14560,36646,169982,2.0
47328,97040,2723,3.0
14564,36646,170875,3.0
14565,36646,171491,3.5
47332,97040,3396,4.0
47336,97040,4973,4.0
14571,36646,173941,3.5
14574,36646,175569,4.0
47343,97040,8610,3.0
14579,36646,176625,3.5
47354,97196,50,3.0
47355,97196,52,3.0
47357,97196,85,3.5
14590,37764,296,3.5
14592,37764,368,1.5
47361,97196,150,5.0
14601,37764,1036,5.0
47376,97196,322,3.0
47378,97196,339,3.0
14611,37764,2053,2.5
14612,37764,2054,2.5
14620,37764,2710,3.0
47390,97196,377,5.0
47391,97196,380,2.0
14625,37764,3082,4.0
47394,97196,440,3.0
47395,97196,441,5.0
47397,97196,457,3.0
47399,97196,488,3.0
14633,37764,4963,3.5
14634,37764,4993,4.0
47401,97196,508,4.0
14637,37764,6934,5.0
47405,97196,521,2.0
14640,37774,5,3.0
14642,37774,17,3.5
14644,37774,34,3.0
14646,37774,48,3.5
14655,37774,293,3.5
47423,97196,780,1.0
47427,97196,898,5.0
14662,37774,367,2.5
14665,37774,455,1.0
14666,37774,480,2.5
47434,97196,906,3.0
47437,97196,910,5.0
14670,37774,546,2.0
47440,97196,914,3.0
14674,37774,586,1.0
47443,97196,920,4.0
14678,37774,593,2.0
47446,97196,923,5.0
47450,97196,930,3.0
14687,37774,780,3.5
47458,97196,994,4.0
47460,97196,1044,2.0
47461,97196,1060,5.0
14694,37774,901,4.0
47462,97196,1077,4.0
14697,37774,904,5.0
47466,97196,1084,3.0
14703,37774,915,3.5
14707,37774,920,4.0
14708,37774,923,3.0
47477,97196,1179,2.0
47478,97196,1185,2.5
14712,37774,932,4.0
47481,97196,1191,4.0
14717,37774,953,2.5
14719,37774,1022,3.0
14720,37774,1025,2.0
47488,97196,1204,4.5
47491,97196,1211,5.0
14729,37774,1088,2.0
47501,97196,1234,3.0
14734,37774,1207,4.0
14735,37774,1210,3.0
14737,37774,1221,4.0
47507,97196,1243,4.0
14741,37774,1258,3.0
47511,97196,1249,2.0
47513,97196,1252,5.0
47519,97196,1265,4.0
47525,97196,1275,3.0
14759,37774,1499,0.5
14760,37774,1517,3.0
47527,97196,1277,3.0
14764,37774,1588,3.0
47533,97196,1291,4.0
14767,37774,1682,3.0
14768,37774,1702,2.0
14769,37774,1721,3.5
47536,97196,1301,4.0
47538,97196,1307,4.0
14772,37774,1777,5.0
14773,37774,1784,3.5
47541,97196,1344,4.0
47542,97196,1345,4.0
14776,37774,1907,3.5
47544,97196,1374,3.0
14780,37774,1959,4.0
47548,97196,1394,5.0
14787,37774,2078,2.5
14792,37774,2115,2.0
47561,97196,1614,2.0
47562,97196,1617,5.0
47566,97196,1645,2.0
14800,37774,2268,4.0
14801,37774,2291,4.0
47568,97196,1674,5.0
14805,37774,2355,5.0
47576,97196,1912,5.0
47581,97196,1952,3.0
14814,37774,2565,4.0
47583,97196,1954,5.0
14817,37774,2581,4.0
47585,97196,1960,3.0
47587,97196,1962,3.0
14824,37774,2706,3.5
47595,97196,2020,5.0
47598,97196,2065,3.5
14835,37774,2959,3.0
14836,37774,2987,2.0
47605,97196,2110,4.0
14842,37774,3097,3.0
47615,97196,2150,5.0
14851,37774,3386,3.0
14863,37774,3675,2.0
47634,97196,2312,4.0
14868,37774,3844,1.5
47638,97196,2352,3.0
14871,37774,3945,0.5
47642,97196,2395,4.0
14875,37774,4016,4.0
47643,97196,2396,1.0
14879,37774,4039,2.5
14886,37774,4310,2.5
14887,37774,4340,0.5
14888,37774,4356,3.5
14892,37774,4519,2.0
47663,97196,2639,3.0
14898,37774,4857,3.0
14899,37774,4886,4.5
47667,97196,2677,5.0
14901,37774,4896,5.0
47669,97196,2692,5.0
47670,97196,2700,3.5
47672,97196,2716,5.0
14906,37774,5159,2.0
14908,37774,5168,3.0
47679,97196,2764,4.0
47685,97196,2801,1.0
14920,37774,5618,3.5
14921,37774,5620,3.0
47689,97196,2858,3.0
47697,97196,2925,4.0
14930,37774,5991,4.0
14934,37774,6218,3.5
47704,97196,2943,2.0
14938,37774,6371,0.5
14946,37774,6724,3.5
47721,97196,3047,3.0
47722,97196,3060,4.0
47727,97196,3099,3.0
47732,97196,3152,4.0
47735,97196,3197,1.0
14970,37774,8361,3.5
47738,97196,3219,2.0
14973,37774,8444,0.5
47741,97196,3249,2.0
47744,97196,3264,4.0
47746,97196,3329,4.0
47750,97196,3361,5.0
47756,97196,3421,4.0
14991,37774,25899,4.0
47760,97196,3445,3.0
15000,37774,30816,4.0
47768,97196,3507,5.0
15004,37774,31685,1.5
47772,97196,3548,4.0
47773,97196,3551,4.0
47774,97196,3552,4.0
15013,37774,37729,1.5
15015,37774,40815,3.0
47785,97196,3700,4.0
47788,97196,3712,2.0
47789,97196,3730,4.0
15022,37774,46578,3.0
47791,97196,3742,4.0
47794,97196,3785,3.0
47796,97196,3813,4.0
15031,37774,52604,3.5
15032,37774,52975,1.5
47801,97196,3882,3.0
15035,37774,54001,4.0
15038,37774,54290,0.5
47806,97196,3948,3.0
15047,37774,61123,0.5
47815,97196,4018,1.0
15052,37774,65984,3.0
15057,37774,68954,3.5
47826,97196,4212,2.0
47829,97196,4280,0.5
47833,97196,4306,4.0
15066,37774,72641,3.5
47835,97196,4326,3.0
47839,97196,4378,2.0
15077,37774,80463,4.0
47848,97196,4599,3.0
15082,37774,81834,4.0
15092,37774,87232,3.0
47862,97196,4784,3.0
47863,97196,4795,2.0
47864,97196,4799,2.0
47865,97196,4803,5.0
47869,97196,4912,3.0
15103,37774,91821,0.5
47872,97196,4954,4.0
47874,97196,4979,3.0
15107,37774,95654,3.0
15110,37774,96610,2.5
15111,37774,97225,2.0
15113,37774,97913,3.5
15116,37774,99007,2.5
47885,97196,5285,4.0
15119,37774,101112,4.0
15120,37774,102125,3.0
47888,97196,5339,4.0
15123,37774,106002,3.5
15125,37774,106489,4.0
15130,37774,111364,3.0
15132,37774,112175,4.0
47901,97196,5801,4.5
47902,97196,5872,4.5
15137,37892,36,5.0
47905,97196,5952,4.5
15143,37892,223,4.0
15147,37892,265,5.0
15148,37892,296,5.0
47916,97196,6440,0.5
15153,37892,475,5.0
47921,97196,6561,4.5
47922,97196,6565,4.5
15157,37892,589,1.0
47926,97196,6659,4.0
15160,37892,728,5.0
15161,37892,828,2.0
47930,97196,6696,2.0
47932,97196,6711,5.0
47943,97196,6845,0.5
15177,37892,1392,4.0
47952,97196,7044,4.0
15194,37892,2318,4.0
15196,37892,2329,4.0
47965,97196,8528,2.0
15199,37892,2340,3.0
15200,37892,2384,5.0
47967,97196,8807,4.0
47972,97196,32525,4.0
47977,97196,39292,4.5
15211,37892,2599,4.0
15213,37892,2628,1.0
15215,37892,2676,2.0
15216,37892,2683,1.0
15217,37892,2688,4.0
15218,37892,2690,4.0
47992,97373,466,2.0
15225,37892,2762,4.0
15229,37892,2890,4.0
47997,97373,1215,5.0
48001,97373,1396,3.5
48005,97373,2699,3.5
48011,97403,261,4.0
15246,37892,3753,1.0
15247,37892,3783,4.0
48014,97403,342,5.0
15249,38322,110,5.0
15250,38322,150,5.0
15253,38322,161,5.0
48029,97403,838,3.5
15262,38322,316,4.0
15267,38322,349,5.0
48036,97403,924,5.0
15271,38322,420,3.0
15273,38322,434,4.0
48048,97403,1220,3.0
15282,38322,590,5.0
48051,97403,1274,5.0
48052,97403,1288,2.5
15286,38402,11,5.0
48054,97403,1339,5.0
48058,97403,1721,4.0
15293,38402,207,4.0
48061,97403,1924,3.5
48063,97403,1965,5.0
48068,97403,2012,2.0
48070,97403,2138,5.0
48072,97403,2141,5.0
15307,38402,477,5.0
48075,97403,2212,0.5
15309,38402,588,3.0
15310,38402,590,4.0
48084,97403,2617,3.5
48086,97403,2710,0.5
48090,97403,2762,3.0
48094,97403,3000,5.0
48096,97403,3114,2.0
48099,97403,3252,2.0
15337,38409,113,3.0
15338,38409,117,4.0
48106,97403,4128,4.5
15342,38409,150,3.0
15346,38409,199,3.0
48114,97403,5072,3.5
15351,38409,237,2.0
15353,38409,254,3.0
48127,97403,6988,5.0
15365,38409,330,3.0
48133,97403,7669,4.0
48134,97403,8464,3.5
15370,38409,345,3.0
48139,97403,26285,3.0
15374,38409,357,5.0
48146,97403,32840,5.0
15380,38409,380,2.0
15386,38409,440,4.0
15387,38409,446,4.0
48155,97403,52885,4.0
48156,97403,53894,3.0
48159,97403,57274,4.0
48165,97403,72980,2.0
48174,97525,2915,4.0
48177,97525,3481,4.0
15412,38409,589,4.0
48181,97525,4979,4.0
48183,97525,6188,4.5
15416,38409,608,5.0
48186,97525,6711,5.0
15421,38409,658,4.0
15423,38409,671,4.0
15426,38409,697,3.0
15428,38409,718,3.0
48197,97525,38061,5.0
48198,97525,44195,4.0
48200,97525,46976,2.5
48205,97525,53322,3.5
15438,38409,785,3.0
15441,38409,833,3.0
48211,97525,58998,2.5
15444,38409,848,3.0
48216,97525,67087,3.5
15451,38409,919,4.0
15459,38409,955,3.0
48230,97525,93831,1.5
48231,97525,94266,3.0
15466,38409,1041,5.0
48236,97525,104241,1.0
15474,38409,1094,5.0
48244,97525,114935,5.0
48245,97525,119145,5.0
15480,38409,1136,4.0
15486,38409,1186,3.0
48254,97525,161131,2.5
15488,38409,1197,4.0
48258,97525,187593,5.0
15493,38409,1206,4.0
15494,38409,1207,4.0
15496,38409,1210,2.0
15497,38409,1213,4.0
48270,97719,2011,3.5
48271,97719,2012,3.5
15506,38409,1244,4.0
15507,38409,1245,4.0
48275,97719,5445,3.5
15509,38409,1248,3.0
48277,97719,27831,4.0
48279,97941,236,5.0
15512,38409,1263,3.0
15513,38409,1265,5.0
15514,38409,1266,4.0
48284,97941,1485,4.5
15519,38409,1293,4.0
48288,97941,2424,5.0
48290,97941,2706,0.5
48291,97941,2710,3.0
15525,38409,1320,3.0
15539,38409,1417,4.0
48307,97941,8644,3.5
15541,38409,1449,4.0
48311,97941,33830,4.5
15545,38409,1513,3.0
15547,38409,1545,4.0
48316,98512,2105,3.5
48320,98512,2606,4.0
15555,38409,1619,3.0
15556,38409,1633,3.0
15557,38409,1635,2.0
48323,98512,4993,5.0
48328,98512,33794,4.5
48332,98512,47997,4.0
15565,38409,1667,2.0
15566,38409,1674,4.0
15568,38409,1693,3.0
48342,98512,63113,4.0
15579,38409,1747,3.0
48347,98529,163,3.0
48348,98529,193,3.0
15583,38409,1840,3.0
15584,38409,1873,3.0
48351,98529,253,3.0
15587,38409,1913,3.0
15591,38409,1935,3.0
48360,98529,354,3.0
15595,38409,1952,4.0
48363,98529,377,3.0
15597,38409,1961,4.0
15600,38409,2023,3.0
15602,38409,2058,2.0
48370,98529,485,3.0
48371,98529,519,4.0
48376,98529,589,4.0
15609,38409,2112,4.0
15611,38409,2178,4.0
48382,98529,780,3.0
15619,38409,2252,4.0
15626,38409,2316,2.0
15627,38409,2324,4.0
48395,98617,502,1.0
15630,38409,2395,3.0
48399,98617,1221,4.5
48402,98617,1702,3.0
15635,38409,2599,4.0
48406,98617,2792,2.5
15639,38409,2699,4.0
15643,38409,2731,5.0
48412,98617,31658,3.5
48414,98617,58559,5.0
15648,38409,2916,3.0
15655,38409,3011,3.0
48425,98842,724,3.5
48428,98842,910,4.5
15663,38409,3097,4.0
48434,98842,1193,4.0
48435,98842,1219,5.0
48440,98842,1704,3.0
15673,38409,3334,3.0
48441,98842,1884,5.0
15675,38427,1,3.5
48449,98842,2853,5.0
48457,98842,4205,4.5
15692,38427,480,2.0
15693,38427,519,1.0
48462,98842,4954,4.0
48465,98842,5618,5.0
15700,38427,608,2.0
48469,98842,7451,5.0
15702,38427,750,3.0
48475,98842,36535,4.0
15711,38427,1101,1.0
15712,38427,1196,2.5
48479,98842,97921,3.5
15719,38427,1307,2.0
48489,99576,318,5.0
15722,38427,1372,4.0
15726,38427,1517,1.0
48494,99576,849,3.0
48498,99576,1221,4.0
15738,38427,1747,3.5
48507,99576,3257,3.0
15740,38427,1876,0.5
48508,99576,3702,4.0
48513,99576,6503,0.5
15746,38427,2294,2.5
48515,99576,8371,4.5
15748,38427,2338,0.5
48521,99679,778,4.5
48522,99679,780,2.0
15755,38427,2716,3.0
48526,99679,1200,3.5
48529,99679,1270,4.0
48530,99679,1291,4.5
15764,38427,3175,3.5
15765,38427,3198,4.0
15767,38427,3409,0.5
48535,99679,1682,4.0
15769,38427,3977,1.0
15772,38427,4027,3.0
48544,99679,4370,2.5
48545,99679,4776,3.5
48546,99679,4886,4.0
15779,38427,4673,2.0
15780,38427,4878,2.5
15790,38427,5669,1.0
15791,38427,5690,4.5
48558,99679,59315,4.0
15797,38427,6058,0.5
15798,38427,6157,2.0
15799,38427,6213,0.5
48570,99679,103253,2.0
48575,99679,112852,4.0
15809,38427,7147,2.0
48579,99957,39,3.5
15817,38427,8961,4.0
48586,99957,357,4.0
15819,38427,26776,2.5
48587,99957,370,3.5
48588,99957,457,4.0
15822,38427,31658,3.5
15833,38427,53121,2.5
48603,99957,1270,4.5
15843,38427,68157,2.5
15844,38427,68319,2.0
48611,99957,2023,3.5
48613,99957,2174,3.5
48615,99957,2278,4.0
48617,99957,2371,3.5
15858,38427,87430,0.5
15859,38427,88140,0.5
15860,38427,88932,0.5
48626,99957,3072,3.5
15862,39081,47,5.0
48631,99957,3996,4.5
48633,99957,4886,4.5
15868,39081,788,3.0
48639,99957,31878,4.0
15872,39081,1136,4.0
15876,39081,1240,4.5
15877,39081,1258,4.5
48647,100050,95,5.0
48659,100050,377,3.0
48662,100050,454,4.0
15896,39081,4262,5.0
48664,100050,474,4.0
15898,39081,4993,4.5
15899,39081,5349,3.5
15901,39081,5952,4.5
15902,39081,6365,2.5
15903,39081,6373,3.0
48669,100050,533,4.0
48672,100050,589,4.0
15910,39081,31804,2.5
48679,100050,780,4.0
15912,39081,37380,2.5
15913,39081,44191,4.0
48682,100050,858,4.0
48686,100050,1196,4.0
48690,100050,1222,4.0
48695,100050,1374,3.0
48698,100972,5,4.0
15931,39081,79132,4.0
48700,100972,39,4.0
15933,39081,86332,3.5
48703,100972,597,4.0
48704,100972,733,4.0
15937,39081,91658,4.0
15942,39081,103042,3.0
15953,39081,122892,3.5
48724,100972,5418,4.0
48725,100972,5444,5.0
48727,100972,5943,4.0
15966,39165,1387,4.5
15967,39165,1591,4.5
15968,39165,1732,5.0
48738,100972,7451,5.0
15971,39165,2004,4.5
48740,100972,33794,5.0
15973,39165,2046,3.0
15974,39165,2096,3.0
48745,101121,5,3.0
15980,39165,2997,5.0
48751,101121,277,4.0
15985,39165,4016,2.5
48755,101121,308,3.0
15988,39165,4993,5.0
48756,101121,315,4.0
48761,101121,410,3.0
48762,101121,420,4.0
48765,101121,532,4.0
48771,101121,590,5.0
16009,39166,39,5.0
16011,39166,111,5.0
48779,101121,1014,4.0
16014,39166,162,3.0
16018,39166,246,5.0
16019,39166,252,3.0
48790,101121,1084,5.0
16029,39166,337,3.0
16034,39166,435,3.0
48802,101135,1232,5.0
48805,101135,1265,3.5
48806,101135,1291,4.5
16039,39166,595,3.0
48808,101135,1909,4.0
16041,39254,34,5.0
16043,39254,260,5.0
16048,39254,720,5.0
16052,39254,913,5.0
16056,39254,1131,5.0
16058,39254,1193,5.0
48826,101135,6754,1.0
48829,101135,30816,4.0
16062,39254,1221,4.0
48830,101135,33679,3.0
48836,101135,72998,2.5
48837,101135,73017,4.0
48840,101135,79357,4.5
48842,101135,81229,4.0
16076,39254,3360,3.0
48849,101135,94777,4.5
16085,39254,4034,5.0
48853,101135,106489,2.5
16087,39254,4161,4.0
48857,101135,119145,2.5
16095,39254,4361,5.0
48864,101237,858,4.5
16102,39290,150,3.0
48871,101237,4306,2.5
48873,101237,4995,4.0
48876,101237,8961,2.5
16109,39290,231,2.0
16112,39290,266,5.0
16115,39290,333,3.0
48883,101237,74458,4.0
16117,39290,349,5.0
16118,39290,356,5.0
16119,39290,364,3.0
48889,101290,858,4.0
48892,101290,2383,1.5
48893,101290,2471,1.5
16127,39290,420,3.0
16128,39290,422,4.0
16131,39290,434,4.0
16134,39290,474,4.0
16136,39290,480,4.0
16138,39290,494,5.0
16139,39290,500,4.0
48907,101290,68157,5.0
48910,101290,72998,5.0
48911,101434,1,2.5
48922,101434,356,5.0
48926,101434,527,4.5
48927,101434,541,3.5
48928,101434,586,2.5
16162,39290,969,5.0
48930,101434,780,3.5
48931,101434,858,5.0
48932,101434,1036,4.5
48934,101434,1178,3.0
48935,101434,1193,3.0
48938,101434,1210,4.0
16171,39290,1092,3.0
48939,101434,1221,3.5
48941,101434,1240,3.5
16177,39290,1127,4.0
16179,39290,1196,5.0
48950,101434,1625,4.0
16183,39290,1219,4.0
16185,39290,1240,4.0
16186,39290,1250,5.0
16202,39420,13,3.0
48972,101434,2762,4.5
16215,39420,376,2.0
16217,39420,527,4.0
16218,39420,592,4.0
48985,101434,3996,4.0
16225,39420,1060,3.5
49001,101434,5010,4.5
16234,39420,1204,5.0
49002,101434,5418,3.5
16237,39420,1219,4.5
16238,39420,1222,3.5
49007,101434,5952,4.0
49015,101434,6888,2.5
16256,39420,1947,3.5
49024,101434,8947,4.0
49025,101434,8950,5.0
49030,101434,27700,4.5
16265,39420,2478,3.0
16266,39420,2539,3.0
16267,39420,2571,4.5
49034,101434,31410,4.0
49039,101434,34143,4.0
16272,39420,3000,4.5
16273,39420,3107,3.5
49040,101434,37731,4.5
16278,39420,3755,3.0
49047,101434,48385,4.0
16283,39420,4226,3.5
16284,39420,4233,2.5
16286,39420,4732,2.0
49055,101434,54286,3.5
16288,39420,4958,3.0
16292,39420,5507,2.0
16295,39420,5782,4.5
16296,39420,5952,4.0
49063,101434,57368,2.0
49065,101434,57669,4.5
49066,101434,59784,2.0
16302,39420,6787,4.0
16304,39420,6957,4.0
49072,101434,63072,5.0
49077,101434,67087,3.5
16315,39420,33794,4.5
16327,39420,52042,3.0
16328,39420,55269,4.0
49095,101434,74685,4.0
16335,39420,72226,4.5
49104,101434,81417,3.5
49106,101434,81932,4.5
49112,101434,89470,4.5
16346,40272,356,2.5
49116,101434,90469,3.5
49119,101434,92259,4.5
16355,40272,2571,4.5
49125,101434,96829,5.0
49126,101434,97306,5.0
16359,40272,79132,3.5
49128,101434,99114,4.0
16362,40272,116797,2.0
49132,101434,105593,4.5
49135,101434,107406,3.5
16376,40373,1264,3.0
49150,101434,122904,4.0
16386,40373,2259,3.0
16387,40373,2268,5.0
49154,101434,136469,5.0
49155,101434,140956,3.5
49157,101434,148626,4.0
49162,101434,162082,5.0
49167,101434,176371,4.5
49168,101434,194951,4.0
16402,40373,2605,4.0
16403,40373,2617,3.0
49170,101434,197491,3.5
49172,101589,318,4.5
16406,40373,2642,2.0
49173,101589,527,4.0
49175,101589,780,3.5
16410,40373,2699,4.0
49178,101589,2028,5.0
16413,40373,2710,1.0
16414,40373,2712,4.0
16419,40373,2734,3.0
49189,101589,183619,3.5
16423,40373,2806,3.0
49199,101814,608,4.5
49200,101814,858,3.5
16437,40373,3165,3.0
16438,40373,3179,4.0
49205,101814,1258,5.0
49207,101814,1704,4.0
16441,40373,3253,3.0
16448,40373,3510,5.0
16449,40373,3525,5.0
49217,101814,4878,4.5
49219,101814,5010,4.0
49221,101814,5349,3.5
16455,40373,3798,5.0
49223,101814,5679,3.5
16460,40373,3979,4.0
49232,101814,8376,5.0
16465,40373,4034,3.0
16466,40373,4069,4.0
49234,101814,8529,3.5
16471,40373,4321,3.0
49240,101814,30749,3.5
16474,40373,4407,5.0
16476,40373,4706,4.0
49244,101814,40819,4.5
16478,40904,50,4.0
49248,101814,47099,5.0
16481,40904,261,5.0
16487,40904,1339,3.0
16492,40904,2762,3.0
49265,101814,68954,4.0
16501,40904,7438,3.5
16505,41013,6,4.0
16510,41013,26,4.0
49278,101814,80463,4.5
49281,101814,84152,3.5
49284,101814,89745,3.5
16517,41013,62,4.0
49289,101814,96079,4.0
49290,101814,96610,4.0
49297,101814,104457,3.5
16530,41013,150,5.0
49299,101814,106100,5.0
16532,41013,153,1.0
49302,101814,108729,5.0
16541,41013,188,3.5
49309,101814,115569,4.0
16543,41013,211,4.0
49311,101814,119145,4.5
16545,41013,216,3.0
16548,41013,229,4.0
16549,41013,230,4.0
16550,41013,231,3.5
49319,101814,139385,5.0
49326,101814,164179,4.0
49332,101814,168288,2.5
49334,101814,170945,5.0
16567,41013,299,3.5
16572,41013,333,4.0
49346,101814,185029,4.0
49349,101814,193449,5.0
16583,41013,368,4.0
16584,41013,376,3.0
49353,101814,201594,4.5
16586,41013,380,3.0
49354,101814,201654,0.5
49356,101977,45,3.0
16591,41013,434,2.5
16595,41013,454,4.0
16596,41013,457,4.0
49364,101977,1673,2.5
49366,101977,2692,4.0
16600,41013,475,4.0
16601,41013,480,3.0
49370,101977,3994,4.0
16605,41013,515,5.0
16606,41013,520,3.0
16609,41013,529,4.0
16613,41013,551,3.5
49383,102530,163,4.0
49384,102530,168,3.5
16619,41013,587,3.5
49388,102530,260,4.0
49391,102530,293,4.5
49392,102530,296,5.0
49397,102530,357,3.5
16636,41013,671,3.5
16639,41013,700,4.0
49410,102530,762,3.5
16643,41013,750,5.0
16646,41013,785,3.5
16650,41013,832,3.5
49430,102530,1203,5.0
16663,41013,912,5.0
49441,102530,1265,4.0
16679,41013,940,3.0
16684,41013,953,5.0
16699,41013,1059,2.0
16701,41013,1061,4.0
16704,41013,1078,3.0
49476,102530,2294,3.5
16709,41013,1089,4.0
49479,102530,2321,4.5
16715,41013,1096,5.0
49483,102530,2396,3.5
49485,102530,2427,5.0
16720,41013,1128,2.0
16721,41013,1129,3.0
49490,102530,2628,3.5
49492,102530,2712,5.0
16726,41013,1173,4.0
16728,41013,1179,4.0
16729,41013,1183,5.0
49498,102530,2959,5.0
16735,41013,1197,4.0
49503,102530,3105,4.5
16737,41013,1199,4.0
16738,41013,1200,3.0
49510,102530,3418,4.0
16744,41013,1208,5.0
49512,102530,3556,3.5
49515,102530,3793,4.5
16748,41013,1213,4.0
16749,41013,1214,4.0
49519,102530,3968,3.0
49520,102530,3969,3.5
49524,102530,3994,3.5
16757,41013,1227,2.0
49530,102530,4027,4.0
16763,41013,1235,4.0
16764,41013,1237,3.0
16766,41013,1242,4.0
16772,41013,1248,4.0
16776,41013,1254,5.0
49545,102530,4992,3.5
16778,41013,1258,5.0
49548,102530,5014,5.0
16782,41013,1262,5.0
49551,102530,5225,5.0
49552,102530,5269,4.0
49553,102530,5282,3.0
16786,41013,1267,4.0
49558,102530,5464,4.0
16808,41013,1297,3.5
16809,41013,1298,3.0
49577,102530,6333,4.0
49581,102530,6377,4.0
49582,102530,6378,3.5
49587,102530,6711,5.0
49588,102530,6870,5.0
49591,102530,6934,3.0
49592,102530,6942,5.0
49593,102530,6947,4.5
16829,41013,1356,3.5
16831,41013,1365,5.0
49602,102530,7162,4.0
49606,102530,7361,4.0
49607,102530,7373,3.5
16840,41013,1390,3.5
16844,41013,1405,3.5
16849,41013,1441,4.0
16854,41013,1485,2.5
16857,41013,1527,3.0
49625,102530,8961,3.0
16863,41013,1584,4.0
49631,102530,26599,3.0
16865,41013,1587,4.0
49633,102530,27478,2.0
16870,41013,1615,4.0
49639,102530,30749,4.0
